"fecha","t1 Positiva","t1 Negativa","t1 No sabe","s1 Positiva","s1 Negativa","s1 No sabe","s2 Positiva","s2 Negativa","s2 No sabe","e1 Positiva","e1 Negativa","e1 No sabe","e2 Positiva","e2 Negativa","e2 No sabe","e3 Positiva","e3 Negativa","e3 No sabe","e4 Positiva","e4 Negativa","e4 No sabe","ed1 Positiva","ed1 Negativa","ed1 No sabe","ed2 Positiva","ed2 Negativa","ed2 No sabe","ed3 Positiva","ed3 Negativa","ed3 No sabe","v1 Positiva","v1 Negativa","v1 No sabe","v2 Positiva","v2 Negativa","v2 No sabe","v3 Positiva","v3 Negativa","v3 No sabe","vp1 Positiva","vp1 Negativa","vp1 No sabe","vp2 Positiva","vp2 Negativa","vp2 No sabe","vp3 Positiva","vp3 Negativa","vp3 No sabe","vp4 Positiva","vp4 Negativa","vp4 No sabe","vp5 Positiva","vp5 Negativa","vp5 No sabe"
2020-09-29,0.386,0.573,0.041,0.372,0.6,0.028,0.398,0.55,0.052,0.451,0.499,0.05,0.447,0.513,0.04,0.333,0.637,0.03,0.248,0.707,0.045,0.418,0.491,0.091,0.352,0.599,0.049,0.4,0.583,0.017,0.688,0.275,0.037,0.068,0.913,0.019,0.155,0.845,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-30,0.394,0.578,0.028,0.394,0.589,0.017,0.394,0.57,0.036,0.463,0.515,0.022,0.455,0.526,0.019,0.329,0.637,0.034,0.264,0.692,0.044,0.461,0.477,0.062,0.373,0.594,0.033,0.387,0.603,0.01,0.709,0.27,0.021,0.075,0.907,0.018,0.113,0.887,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-01,0.391,0.581,0.028,0.379,0.596,0.025,0.4,0.57,0.03,0.44,0.538,0.022,0.45,0.534,0.016,0.356,0.604,0.04,0.256,0.699,0.045,0.464,0.478,0.058,0.363,0.605,0.032,0.386,0.6,0.014,0.72,0.263,0.017,0.077,0.91,0.013,0.11,0.89,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-02,0.396,0.575,0.029,0.386,0.585,0.029,0.405,0.567,0.028,0.465,0.513,0.022,0.455,0.53,0.015,0.35,0.621,0.029,0.252,0.686,0.062,0.494,0.448,0.058,0.35,0.617,0.033,0.399,0.586,0.015,0.762,0.222,0.016,0.068,0.912,0.02,0.143,0.857,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-03,0.387,0.585,0.028,0.387,0.582,0.031,0.386,0.587,0.027,0.464,0.512,0.024,0.426,0.554,0.02,0.342,0.644,0.014,0.261,0.674,0.065,0.482,0.471,0.047,0.349,0.615,0.036,0.382,0.602,0.016,0.776,0.21,0.014,0.069,0.915,0.016,0.12,0.846,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-04,0.397,0.574,0.029,0.404,0.568,0.028,0.392,0.578,0.03,0.457,0.496,0.047,0.434,0.547,0.019,0.38,0.607,0.013,0.27,0.69,0.04,0.485,0.488,0.027,0.371,0.577,0.052,0.386,0.603,0.011,0.772,0.2,0.028,0.059,0.933,0.008,0.101,0.865,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-05,0.397,0.574,0.029,0.402,0.564,0.034,0.392,0.582,0.026,0.444,0.513,0.043,0.433,0.555,0.012,0.408,0.579,0.013,0.258,0.684,0.058,0.483,0.467,0.05,0.391,0.566,0.043,0.37,0.619,0.011,0.783,0.173,0.044,0.046,0.947,0.007,0.116,0.853,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-06,0.38,0.586,0.034,0.389,0.58,0.031,0.373,0.591,0.036,0.452,0.491,0.057,0.419,0.559,0.022,0.393,0.596,0.011,0.209,0.741,0.05,0.467,0.465,0.068,0.375,0.579,0.046,0.353,0.634,0.013,0.774,0.178,0.048,0.043,0.949,0.008,0.165,0.806,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-07,0.364,0.598,0.038,0.365,0.608,0.027,0.363,0.59,0.047,0.426,0.492,0.082,0.413,0.565,0.022,0.372,0.621,0.007,0.19,0.769,0.041,0.504,0.407,0.089,0.359,0.592,0.049,0.317,0.673,0.01,0.771,0.176,0.053,0.035,0.957,0.008,0.13,0.847,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-08,0.37,0.592,0.038,0.382,0.597,0.021,0.36,0.588,0.052,0.425,0.492,0.083,0.435,0.547,0.018,0.373,0.62,0.007,0.183,0.768,0.049,0.479,0.436,0.085,0.396,0.548,0.056,0.311,0.682,0.007,0.76,0.193,0.047,0.04,0.952,0.008,0.142,0.764,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-09,0.358,0.607,0.035,0.351,0.636,0.013,0.363,0.584,0.053,0.405,0.517,0.078,0.423,0.549,0.028,0.361,0.639,0,0.176,0.794,0.03,0.45,0.477,0.073,0.393,0.557,0.05,0.297,0.693,0.01,0.726,0.231,0.043,0.036,0.964,0,0.097,0.824,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-10,0.368,0.597,0.035,0.367,0.62,0.013,0.368,0.58,0.052,0.402,0.524,0.074,0.44,0.532,0.028,0.38,0.62,0,0.181,0.788,0.031,0.484,0.445,0.071,0.405,0.545,0.05,0.296,0.694,0.01,0.719,0.237,0.044,0.028,0.972,0,0.104,0.835,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-11,0.349,0.615,0.036,0.349,0.637,0.014,0.349,0.597,0.054,0.388,0.555,0.057,0.428,0.542,0.03,0.348,0.652,0,0.159,0.787,0.054,0.466,0.456,0.078,0.368,0.584,0.048,0.291,0.699,0.01,0.728,0.237,0.035,0.022,0.978,0,0.108,0.822,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-12,0.35,0.613,0.037,0.355,0.628,0.017,0.345,0.602,0.053,0.389,0.565,0.046,0.454,0.513,0.033,0.314,0.686,0,0.152,0.778,0.07,0.471,0.471,0.058,0.362,0.589,0.049,0.296,0.684,0.02,0.716,0.264,0.02,0.025,0.964,0.011,0.154,0.758,0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-13,0.356,0.6,0.044,0.373,0.589,0.038,0.342,0.608,0.05,0.358,0.567,0.075,0.471,0.498,0.031,0.325,0.664,0.011,0.182,0.755,0.063,0.449,0.44,0.111,0.383,0.574,0.043,0.302,0.675,0.023,0.726,0.234,0.04,0.037,0.941,0.022,0.186,0.743,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-14,0.371,0.585,0.044,0.423,0.539,0.038,0.329,0.622,0.049,0.386,0.556,0.058,0.463,0.504,0.033,0.335,0.655,0.01,0.229,0.691,0.08,0.424,0.493,0.083,0.388,0.56,0.052,0.34,0.636,0.024,0.727,0.225,0.048,0.053,0.925,0.022,0.253,0.658,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-15,0.372,0.587,0.041,0.418,0.538,0.044,0.333,0.628,0.039,0.38,0.563,0.057,0.428,0.54,0.032,0.352,0.638,0.01,0.28,0.65,0.07,0.481,0.426,0.093,0.359,0.601,0.04,0.342,0.634,0.024,0.713,0.236,0.051,0.041,0.936,0.023,0.283,0.717,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-16,0.353,0.604,0.043,0.41,0.546,0.044,0.306,0.652,0.042,0.369,0.57,0.061,0.406,0.563,0.031,0.346,0.643,0.011,0.244,0.683,0.073,0.444,0.458,0.098,0.343,0.613,0.044,0.328,0.651,0.021,0.695,0.245,0.06,0.043,0.933,0.024,0.37,0.63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-17,0.347,0.605,0.048,0.407,0.542,0.051,0.297,0.657,0.046,0.382,0.553,0.065,0.398,0.564,0.038,0.317,0.672,0.011,0.243,0.672,0.085,0.42,0.459,0.121,0.348,0.601,0.051,0.32,0.66,0.02,0.674,0.256,0.07,0.061,0.917,0.022,0.31,0.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-18,0.355,0.59,0.055,0.384,0.543,0.073,0.331,0.629,0.04,0.431,0.469,0.1,0.377,0.581,0.042,0.32,0.669,0.011,0.256,0.68,0.064,0.395,0.433,0.172,0.397,0.562,0.041,0.309,0.668,0.023,0.673,0.237,0.09,0.08,0.9,0.02,0.316,0.684,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-19,0.367,0.582,0.051,0.369,0.564,0.067,0.366,0.597,0.037,0.423,0.475,0.102,0.37,0.589,0.041,0.373,0.615,0.012,0.287,0.67,0.043,0.425,0.388,0.187,0.397,0.568,0.035,0.324,0.662,0.014,0.693,0.218,0.089,0.084,0.902,0.014,0.263,0.737,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-20,0.356,0.603,0.041,0.342,0.596,0.062,0.368,0.609,0.023,0.387,0.537,0.076,0.353,0.612,0.035,0.374,0.621,0.005,0.303,0.649,0.048,0.474,0.412,0.114,0.334,0.616,0.05,0.331,0.661,0.008,0.685,0.237,0.078,0.084,0.914,0.002,0.1,0.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-21,0.363,0.601,0.036,0.31,0.636,0.054,0.407,0.572,0.021,0.352,0.575,0.073,0.396,0.571,0.033,0.342,0.654,0.004,0.34,0.631,0.029,0.45,0.449,0.101,0.345,0.62,0.035,0.345,0.641,0.014,0.708,0.228,0.064,0.107,0.891,0.002,0.07,0.93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-22,0.371,0.591,0.038,0.309,0.637,0.054,0.424,0.551,0.025,0.359,0.558,0.083,0.428,0.541,0.031,0.322,0.674,0.004,0.337,0.63,0.033,0.486,0.407,0.107,0.35,0.615,0.035,0.346,0.638,0.016,0.723,0.212,0.065,0.124,0.874,0.002,0.1,0.834,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-23,0.405,0.554,0.041,0.336,0.611,0.053,0.464,0.504,0.032,0.39,0.501,0.109,0.467,0.51,0.023,0.307,0.689,0.004,0.417,0.548,0.035,0.51,0.386,0.104,0.406,0.549,0.045,0.367,0.616,0.017,0.763,0.187,0.05,0.132,0.866,0.002,0.108,0.836,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-24,0.405,0.544,0.051,0.326,0.593,0.081,0.474,0.501,0.025,0.359,0.464,0.177,0.469,0.513,0.018,0.306,0.69,0.004,0.448,0.534,0.018,0.506,0.405,0.089,0.387,0.532,0.081,0.383,0.6,0.017,0.787,0.147,0.066,0.118,0.88,0.002,0.135,0.796,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-25,0.392,0.559,0.049,0.36,0.571,0.069,0.42,0.548,0.032,0.329,0.493,0.178,0.479,0.507,0.014,0.276,0.721,0.003,0.432,0.551,0.017,0.504,0.436,0.06,0.354,0.558,0.088,0.381,0.6,0.019,0.781,0.168,0.051,0.097,0.888,0.015,0.126,0.808,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-26,0.37,0.577,0.053,0.353,0.57,0.077,0.385,0.583,0.032,0.329,0.486,0.185,0.469,0.517,0.014,0.24,0.748,0.012,0.38,0.604,0.016,0.471,0.448,0.081,0.341,0.576,0.083,0.357,0.621,0.022,0.753,0.179,0.068,0.096,0.892,0.012,0.113,0.824,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-27,0.386,0.556,0.058,0.381,0.55,0.069,0.391,0.561,0.048,0.343,0.472,0.185,0.505,0.481,0.014,0.242,0.742,0.016,0.378,0.592,0.03,0.489,0.422,0.089,0.369,0.548,0.083,0.363,0.609,0.028,0.775,0.163,0.062,0.101,0.887,0.012,0.113,0.827,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-28,0.374,0.563,0.063,0.395,0.525,0.08,0.356,0.595,0.049,0.326,0.483,0.191,0.491,0.494,0.015,0.267,0.717,0.016,0.338,0.618,0.044,0.479,0.427,0.094,0.334,0.564,0.102,0.367,0.61,0.023,0.736,0.197,0.067,0.086,0.892,0.022,0.139,0.794,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-29,0.369,0.567,0.064,0.391,0.531,0.078,0.351,0.597,0.052,0.312,0.499,0.189,0.496,0.49,0.014,0.275,0.693,0.032,0.314,0.65,0.036,0.443,0.464,0.093,0.339,0.552,0.109,0.366,0.613,0.021,0.746,0.193,0.061,0.084,0.89,0.026,0.106,0.894,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-30,0.363,0.577,0.06,0.391,0.535,0.074,0.34,0.612,0.048,0.328,0.516,0.156,0.49,0.496,0.014,0.303,0.658,0.039,0.25,0.716,0.034,0.498,0.406,0.096,0.317,0.594,0.089,0.351,0.626,0.023,0.734,0.203,0.063,0.075,0.892,0.033,0.188,0.812,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-31,0.364,0.585,0.051,0.392,0.565,0.043,0.341,0.601,0.058,0.327,0.542,0.131,0.503,0.488,0.009,0.318,0.645,0.037,0.217,0.748,0.035,0.481,0.424,0.095,0.324,0.61,0.066,0.354,0.623,0.023,0.731,0.213,0.056,0.07,0.896,0.034,0.193,0.807,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-01,0.366,0.593,0.041,0.367,0.602,0.031,0.365,0.585,0.05,0.317,0.59,0.093,0.495,0.497,0.008,0.361,0.602,0.037,0.205,0.756,0.039,0.52,0.417,0.063,0.312,0.628,0.06,0.351,0.629,0.02,0.728,0.223,0.049,0.071,0.91,0.019,0.225,0.775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-02,0.386,0.58,0.034,0.365,0.616,0.019,0.404,0.551,0.045,0.376,0.569,0.055,0.483,0.509,0.008,0.402,0.57,0.028,0.214,0.73,0.056,0.515,0.451,0.034,0.337,0.602,0.061,0.379,0.609,0.012,0.76,0.217,0.023,0.066,0.914,0.02,0.282,0.718,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-03,0.386,0.578,0.036,0.374,0.599,0.027,0.396,0.56,0.044,0.39,0.531,0.079,0.428,0.556,0.016,0.463,0.517,0.02,0.228,0.742,0.03,0.519,0.457,0.024,0.321,0.6,0.079,0.39,0.604,0.006,0.748,0.209,0.043,0.073,0.908,0.019,0.35,0.65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-04,0.387,0.573,0.04,0.364,0.596,0.04,0.406,0.554,0.04,0.387,0.529,0.084,0.441,0.537,0.022,0.467,0.501,0.032,0.208,0.771,0.021,0.552,0.421,0.027,0.334,0.581,0.085,0.369,0.622,0.009,0.775,0.177,0.048,0.074,0.916,0.01,0.325,0.65,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-05,0.382,0.582,0.036,0.363,0.594,0.043,0.396,0.573,0.031,0.381,0.527,0.092,0.424,0.557,0.019,0.452,0.538,0.01,0.231,0.749,0.02,0.509,0.458,0.033,0.337,0.587,0.076,0.371,0.623,0.006,0.788,0.166,0.046,0.056,0.94,0.004,0.322,0.654,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-06,0.384,0.574,0.042,0.366,0.585,0.049,0.399,0.564,0.037,0.368,0.525,0.107,0.442,0.543,0.015,0.411,0.574,0.015,0.276,0.691,0.033,0.459,0.507,0.034,0.372,0.545,0.083,0.367,0.62,0.013,0.756,0.197,0.047,0.085,0.899,0.016,0.312,0.662,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-07,0.394,0.558,0.048,0.373,0.572,0.055,0.411,0.546,0.043,0.393,0.496,0.111,0.435,0.55,0.015,0.412,0.559,0.029,0.305,0.653,0.042,0.503,0.446,0.051,0.375,0.534,0.091,0.37,0.617,0.013,0.76,0.208,0.032,0.095,0.877,0.028,0.312,0.667,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-08,0.392,0.55,0.058,0.382,0.542,0.076,0.401,0.555,0.044,0.408,0.461,0.131,0.42,0.55,0.03,0.411,0.556,0.033,0.301,0.66,0.039,0.439,0.495,0.066,0.391,0.498,0.111,0.376,0.61,0.014,0.722,0.222,0.056,0.101,0.87,0.029,0.307,0.673,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-09,0.38,0.558,0.062,0.401,0.521,0.078,0.363,0.588,0.049,0.372,0.473,0.155,0.432,0.534,0.034,0.381,0.589,0.03,0.295,0.674,0.031,0.407,0.524,0.069,0.398,0.486,0.116,0.357,0.623,0.02,0.71,0.227,0.063,0.097,0.872,0.031,0.254,0.718,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-10,0.386,0.559,0.055,0.39,0.532,0.078,0.382,0.582,0.036,0.414,0.466,0.12,0.458,0.51,0.032,0.338,0.628,0.034,0.271,0.692,0.037,0.331,0.589,0.08,0.449,0.467,0.084,0.356,0.62,0.024,0.724,0.242,0.034,0.087,0.873,0.04,0.229,0.733,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-11,0.4,0.552,0.048,0.422,0.516,0.062,0.381,0.583,0.036,0.495,0.392,0.113,0.439,0.537,0.024,0.348,0.628,0.024,0.264,0.705,0.031,0.365,0.564,0.071,0.482,0.447,0.071,0.349,0.629,0.022,0.747,0.221,0.032,0.073,0.886,0.041,0.262,0.738,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12,0.432,0.524,0.044,0.469,0.483,0.048,0.401,0.558,0.041,0.54,0.376,0.084,0.462,0.505,0.033,0.398,0.578,0.024,0.278,0.687,0.035,0.465,0.505,0.03,0.512,0.406,0.082,0.359,0.62,0.021,0.764,0.205,0.031,0.102,0.845,0.053,0.236,0.764,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-13,0.413,0.549,0.038,0.433,0.521,0.046,0.396,0.573,0.031,0.523,0.418,0.059,0.42,0.536,0.044,0.404,0.571,0.025,0.276,0.709,0.015,0.433,0.515,0.052,0.467,0.465,0.068,0.366,0.623,0.011,0.782,0.182,0.036,0.066,0.901,0.033,0.148,0.852,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-14,0.404,0.572,0.024,0.43,0.533,0.037,0.383,0.605,0.012,0.532,0.442,0.026,0.415,0.542,0.043,0.391,0.598,0.011,0.238,0.762,0,0.379,0.591,0.03,0.486,0.477,0.037,0.351,0.637,0.012,0.766,0.202,0.032,0.049,0.935,0.016,0.146,0.854,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-15,0.419,0.568,0.013,0.432,0.556,0.012,0.407,0.578,0.015,0.567,0.433,0,0.434,0.537,0.029,0.37,0.625,0.005,0.258,0.73,0.012,0.461,0.524,0.015,0.485,0.504,0.011,0.354,0.632,0.014,0.83,0.164,0.006,0.039,0.938,0.023,0.151,0.849,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-16,0.424,0.562,0.014,0.422,0.564,0.014,0.425,0.561,0.014,0.559,0.441,0,0.429,0.542,0.029,0.39,0.603,0.007,0.284,0.704,0.012,0.52,0.461,0.019,0.468,0.518,0.014,0.356,0.632,0.012,0.829,0.164,0.007,0.04,0.932,0.028,0.16,0.84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-17,0.442,0.544,0.014,0.429,0.555,0.016,0.452,0.535,0.013,0.583,0.417,0,0.452,0.526,0.022,0.401,0.578,0.021,0.289,0.698,0.013,0.508,0.474,0.018,0.509,0.47,0.021,0.367,0.625,0.008,0.821,0.166,0.013,0.044,0.935,0.021,0.228,0.772,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-18,0.447,0.518,0.035,0.391,0.577,0.032,0.492,0.47,0.038,0.574,0.367,0.059,0.439,0.532,0.029,0.4,0.563,0.037,0.34,0.647,0.013,0.449,0.512,0.039,0.534,0.404,0.062,0.377,0.61,0.013,0.784,0.196,0.02,0.045,0.904,0.051,0.252,0.748,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-19,0.425,0.527,0.048,0.338,0.611,0.051,0.496,0.459,0.045,0.553,0.331,0.116,0.425,0.553,0.022,0.357,0.604,0.039,0.328,0.659,0.013,0.406,0.548,0.046,0.471,0.441,0.088,0.395,0.588,0.017,0.751,0.209,0.04,0.04,0.897,0.063,0.293,0.707,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-20,0.429,0.515,0.056,0.36,0.592,0.048,0.486,0.452,0.062,0.535,0.296,0.169,0.449,0.541,0.01,0.353,0.615,0.032,0.337,0.649,0.014,0.486,0.493,0.021,0.441,0.434,0.125,0.4,0.587,0.013,0.763,0.2,0.037,0.038,0.871,0.091,0.452,0.548,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-21,0.413,0.525,0.062,0.331,0.617,0.052,0.482,0.448,0.07,0.529,0.273,0.198,0.406,0.585,0.009,0.36,0.603,0.037,0.337,0.648,0.015,0.531,0.44,0.029,0.393,0.469,0.138,0.391,0.596,0.013,0.776,0.179,0.045,0.042,0.867,0.091,0.449,0.551,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-22,0.395,0.543,0.062,0.314,0.638,0.048,0.463,0.463,0.074,0.464,0.345,0.191,0.406,0.585,0.009,0.387,0.549,0.064,0.301,0.699,0,0.452,0.473,0.075,0.397,0.474,0.129,0.377,0.616,0.007,0.754,0.202,0.044,0.055,0.865,0.08,0.407,0.593,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-23,0.395,0.542,0.063,0.305,0.637,0.058,0.468,0.464,0.068,0.449,0.357,0.194,0.391,0.593,0.016,0.391,0.555,0.054,0.337,0.663,0,0.455,0.484,0.061,0.378,0.491,0.131,0.388,0.6,0.012,0.756,0.2,0.044,0.049,0.879,0.072,0.375,0.625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-24,0.372,0.561,0.067,0.288,0.641,0.071,0.441,0.496,0.063,0.397,0.419,0.184,0.367,0.607,0.026,0.395,0.559,0.046,0.327,0.662,0.011,0.441,0.515,0.044,0.333,0.527,0.14,0.38,0.603,0.017,0.728,0.234,0.038,0.052,0.87,0.078,0.295,0.705,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-25,0.336,0.614,0.05,0.276,0.664,0.06,0.386,0.572,0.042,0.32,0.545,0.135,0.355,0.621,0.024,0.386,0.583,0.031,0.271,0.72,0.009,0.381,0.602,0.017,0.247,0.643,0.11,0.388,0.596,0.016,0.706,0.26,0.034,0.051,0.894,0.055,0.255,0.745,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-26,0.36,0.609,0.031,0.323,0.64,0.037,0.391,0.583,0.026,0.376,0.56,0.064,0.375,0.605,0.02,0.383,0.587,0.03,0.287,0.704,0.009,0.388,0.597,0.015,0.306,0.633,0.061,0.391,0.595,0.014,0.764,0.227,0.009,0.037,0.93,0.033,0.176,0.824,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-27,0.353,0.621,0.026,0.315,0.649,0.036,0.384,0.597,0.019,0.39,0.579,0.031,0.362,0.618,0.02,0.395,0.574,0.031,0.244,0.728,0.028,0.341,0.62,0.039,0.323,0.64,0.037,0.38,0.606,0.014,0.747,0.244,0.009,0.035,0.945,0.02,0.097,0.903,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-28,0.362,0.602,0.036,0.341,0.622,0.037,0.379,0.585,0.036,0.378,0.571,0.051,0.417,0.564,0.019,0.377,0.584,0.039,0.228,0.728,0.044,0.3,0.644,0.056,0.356,0.588,0.056,0.389,0.597,0.014,0.742,0.244,0.014,0.04,0.922,0.038,0.061,0.939,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-29,0.357,0.606,0.037,0.367,0.591,0.042,0.349,0.618,0.033,0.375,0.572,0.053,0.403,0.576,0.021,0.378,0.589,0.033,0.234,0.72,0.046,0.313,0.646,0.041,0.353,0.586,0.061,0.377,0.607,0.016,0.751,0.233,0.016,0.027,0.934,0.039,0.072,0.928,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-30,0.334,0.632,0.034,0.342,0.616,0.042,0.327,0.644,0.029,0.355,0.592,0.053,0.393,0.591,0.016,0.35,0.617,0.033,0.187,0.769,0.044,0.283,0.677,0.04,0.333,0.605,0.062,0.353,0.636,0.011,0.727,0.244,0.029,0.035,0.93,0.035,0.037,0.963,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-01,0.335,0.626,0.039,0.341,0.621,0.038,0.33,0.63,0.04,0.331,0.599,0.07,0.415,0.562,0.023,0.316,0.652,0.032,0.22,0.746,0.034,0.276,0.672,0.052,0.314,0.629,0.057,0.373,0.608,0.019,0.719,0.228,0.053,0.037,0.93,0.033,0.095,0.905,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-02,0.362,0.594,0.044,0.344,0.621,0.035,0.376,0.572,0.052,0.387,0.518,0.095,0.441,0.538,0.021,0.331,0.643,0.026,0.221,0.743,0.036,0.315,0.628,0.057,0.371,0.555,0.074,0.371,0.613,0.016,0.739,0.196,0.065,0.041,0.923,0.036,0.079,0.921,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
